Timestamp,Emotion,Confidence
00-00-09.209,sad,"{'angry': 0.010106673464179039, 'disgust': 4.639402686734684e-05, 'fear': 1.026859164237976, 'happy': 39.00374984741211, 'sad': 52.32987976074219, 'surprise': 0.005099976900964975, 'neutral': 7.624252796173096}"
00-00-09.409,sad,"{'angry': 0.010106673464179039, 'disgust': 4.639402686734684e-05, 'fear': 1.026859164237976, 'happy': 39.00374984741211, 'sad': 52.32987976074219, 'surprise': 0.005099976900964975, 'neutral': 7.624252796173096}"
00-00-09.609,happy,"{'angry': 0.01233080867677927, 'disgust': 9.9435135780368e-05, 'fear': 0.008080605417490005, 'happy': 97.47052764892578, 'sad': 2.3355720043182373, 'surprise': 0.0021017049439251423, 'neutral': 0.17129111289978027}"
00-00-09.810,happy,"{'angry': 0.01233080867677927, 'disgust': 9.9435135780368e-05, 'fear': 0.008080605417490005, 'happy': 97.47052764892578, 'sad': 2.3355720043182373, 'surprise': 0.0021017049439251423, 'neutral': 0.17129111289978027}"
00-00-10.010,happy,"{'angry': 0.003351215273141861, 'disgust': 4.5869765017414466e-05, 'fear': 4.0239174268208444e-05, 'happy': 99.90999603271484, 'sad': 0.017705747857689857, 'surprise': 0.0006859960849396884, 'neutral': 0.06817562133073807}"
00-00-10.210,happy,"{'angry': 0.003351215273141861, 'disgust': 4.5869765017414466e-05, 'fear': 4.0239174268208444e-05, 'happy': 99.90999603271484, 'sad': 0.017705747857689857, 'surprise': 0.0006859960849396884, 'neutral': 0.06817562133073807}"
00-00-10.410,happy,"{'angry': 0.0023987903259694576, 'disgust': 1.0714657946664374e-05, 'fear': 5.721595698560122e-06, 'happy': 99.93901824951172, 'sad': 0.00593578303232789, 'surprise': 0.0008745373343117535, 'neutral': 0.05174495652318001}"
00-00-10.610,happy,"{'angry': 0.0023987903259694576, 'disgust': 1.0714657946664374e-05, 'fear': 5.721595698560122e-06, 'happy': 99.93901824951172, 'sad': 0.00593578303232789, 'surprise': 0.0008745373343117535, 'neutral': 0.05174495652318001}"
00-00-10.811,happy,"{'angry': 0.0031637167558073997, 'disgust': 3.3912117942236364e-05, 'fear': 5.302469071466476e-05, 'happy': 99.79264831542969, 'sad': 0.011713474988937378, 'surprise': 0.00840000156313181, 'neutral': 0.1839943528175354}"
00-00-11.011,happy,"{'angry': 0.0031637167558073997, 'disgust': 3.3912117942236364e-05, 'fear': 5.302469071466476e-05, 'happy': 99.79264831542969, 'sad': 0.011713474988937378, 'surprise': 0.00840000156313181, 'neutral': 0.1839943528175354}"
00-00-11.211,happy,"{'angry': 0.0016296118265017867, 'disgust': 3.623524207796436e-06, 'fear': 6.3935117395885754e-06, 'happy': 99.90794372558594, 'sad': 0.0031270217150449753, 'surprise': 0.0010769350919872522, 'neutral': 0.08620474487543106}"
00-00-11.411,happy,"{'angry': 0.0016296118265017867, 'disgust': 3.623524207796436e-06, 'fear': 6.3935117395885754e-06, 'happy': 99.90794372558594, 'sad': 0.0031270217150449753, 'surprise': 0.0010769350919872522, 'neutral': 0.08620474487543106}"
00-00-11.611,happy,"{'angry': 0.00242863642051816, 'disgust': 1.2885885553259868e-05, 'fear': 2.5156925403280184e-05, 'happy': 99.84900665283203, 'sad': 0.013956830836832523, 'surprise': 0.004843269009143114, 'neutral': 0.12971791625022888}"
00-00-11.812,happy,"{'angry': 0.00242863642051816, 'disgust': 1.2885885553259868e-05, 'fear': 2.5156925403280184e-05, 'happy': 99.84900665283203, 'sad': 0.013956830836832523, 'surprise': 0.004843269009143114, 'neutral': 0.12971791625022888}"
00-00-12.012,happy,"{'angry': 0.008040034212172031, 'disgust': 0.00023251095262821764, 'fear': 0.0006005278555676341, 'happy': 98.79973602294922, 'sad': 0.18162807822227478, 'surprise': 0.08677928149700165, 'neutral': 0.922984778881073}"
00-00-12.212,happy,"{'angry': 0.008040034212172031, 'disgust': 0.00023251095262821764, 'fear': 0.0006005278555676341, 'happy': 98.79973602294922, 'sad': 0.18162807822227478, 'surprise': 0.08677928149700165, 'neutral': 0.922984778881073}"
00-00-12.412,neutral,"{'angry': 9.01677131652832, 'disgust': 2.2452240955317393e-06, 'fear': 0.0008250952232629061, 'happy': 23.273122787475586, 'sad': 2.43312931060791, 'surprise': 4.401227124617435e-05, 'neutral': 65.27610778808594}"
00-00-12.612,neutral,"{'angry': 9.01677131652832, 'disgust': 2.2452240955317393e-06, 'fear': 0.0008250952232629061, 'happy': 23.273122787475586, 'sad': 2.43312931060791, 'surprise': 4.401227124617435e-05, 'neutral': 65.27610778808594}"
00-00-12.813,happy,"{'angry': 0.00023840778158046305, 'disgust': 4.441865797615081e-19, 'fear': 5.261136578477155e-13, 'happy': 99.99618530273438, 'sad': 9.155709221886354e-07, 'surprise': 9.616010210322656e-10, 'neutral': 0.0035733566619455814}"
00-00-13.013,happy,"{'angry': 0.00023840778158046305, 'disgust': 4.441865797615081e-19, 'fear': 5.261136578477155e-13, 'happy': 99.99618530273438, 'sad': 9.155709221886354e-07, 'surprise': 9.616010210322656e-10, 'neutral': 0.0035733566619455814}"
00-00-13.213,happy,"{'angry': 0.0008843165705911815, 'disgust': 6.804912265189617e-14, 'fear': 8.311661581217322e-09, 'happy': 99.99816131591797, 'sad': 2.3910730305942707e-05, 'surprise': 1.0021111052083143e-08, 'neutral': 0.0009353625355288386}"
00-00-13.413,happy,"{'angry': 0.0008843165705911815, 'disgust': 6.804912265189617e-14, 'fear': 8.311661581217322e-09, 'happy': 99.99816131591797, 'sad': 2.3910730305942707e-05, 'surprise': 1.0021111052083143e-08, 'neutral': 0.0009353625355288386}"
00-00-13.613,happy,"{'angry': 4.695745872140833e-07, 'disgust': 2.9971586686394187e-19, 'fear': 2.4622840658766743e-12, 'happy': 99.99962615966797, 'sad': 1.2378699238979607e-06, 'surprise': 1.1979718432530984e-13, 'neutral': 0.00037649445584975183}"
00-00-13.814,happy,"{'angry': 4.695745872140833e-07, 'disgust': 2.9971586686394187e-19, 'fear': 2.4622840658766743e-12, 'happy': 99.99962615966797, 'sad': 1.2378699238979607e-06, 'surprise': 1.1979718432530984e-13, 'neutral': 0.00037649445584975183}"
00-00-14.014,happy,"{'angry': 1.9464064280327875e-06, 'disgust': 3.010574891940175e-20, 'fear': 3.4634068616506974e-12, 'happy': 99.99998474121094, 'sad': 1.0445197773378823e-07, 'surprise': 7.96393997298285e-14, 'neutral': 1.677483851381112e-05}"
00-00-14.214,happy,"{'angry': 1.9464064280327875e-06, 'disgust': 3.010574891940175e-20, 'fear': 3.4634068616506974e-12, 'happy': 99.99998474121094, 'sad': 1.0445197773378823e-07, 'surprise': 7.96393997298285e-14, 'neutral': 1.677483851381112e-05}"
00-00-14.414,happy,"{'angry': 0.00023342737404163927, 'disgust': 1.4347623087022126e-17, 'fear': 4.83507234250169e-10, 'happy': 99.99971008300781, 'sad': 3.832283709925832e-06, 'surprise': 4.012832167249458e-12, 'neutral': 5.569851055042818e-05}"
00-00-14.614,happy,"{'angry': 0.00023342737404163927, 'disgust': 1.4347623087022126e-17, 'fear': 4.83507234250169e-10, 'happy': 99.99971008300781, 'sad': 3.832283709925832e-06, 'surprise': 4.012832167249458e-12, 'neutral': 5.569851055042818e-05}"
00-00-14.815,happy,"{'angry': 1.0331998055335134e-05, 'disgust': 3.198330896127724e-17, 'fear': 1.1185150028403257e-10, 'happy': 99.99951171875, 'sad': 3.967636985180434e-06, 'surprise': 2.0612251055290853e-12, 'neutral': 0.00046574053703807294}"
00-00-15.015,happy,"{'angry': 1.0331998055335134e-05, 'disgust': 3.198330896127724e-17, 'fear': 1.1185150028403257e-10, 'happy': 99.99951171875, 'sad': 3.967636985180434e-06, 'surprise': 2.0612251055290853e-12, 'neutral': 0.00046574053703807294}"
00-00-15.215,happy,"{'angry': 2.285516757183359e-06, 'disgust': 9.337863057303665e-19, 'fear': 2.2569932034421925e-11, 'happy': 99.99989318847656, 'sad': 1.211319272442779e-06, 'surprise': 3.0350878060803055e-12, 'neutral': 0.00010456116433488205}"
00-00-15.415,happy,"{'angry': 2.285516757183359e-06, 'disgust': 9.337863057303665e-19, 'fear': 2.2569932034421925e-11, 'happy': 99.99989318847656, 'sad': 1.211319272442779e-06, 'surprise': 3.0350878060803055e-12, 'neutral': 0.00010456116433488205}"
00-00-15.615,neutral,"{'angry': 0.10024509578943253, 'disgust': 3.030109496648947e-08, 'fear': 0.09864415973424911, 'happy': 0.01733843795955181, 'sad': 17.478046417236328, 'surprise': 1.4951915261463e-08, 'neutral': 82.30573272705078}"
00-00-15.816,neutral,"{'angry': 0.10024509578943253, 'disgust': 3.030109496648947e-08, 'fear': 0.09864415973424911, 'happy': 0.01733843795955181, 'sad': 17.478046417236328, 'surprise': 1.4951915261463e-08, 'neutral': 82.30573272705078}"
00-00-16.016,neutral,"{'angry': 0.14084218442440033, 'disgust': 6.025680510113318e-10, 'fear': 0.016957132145762444, 'happy': 0.10882419347763062, 'sad': 11.282246589660645, 'surprise': 5.986497342291841e-08, 'neutral': 88.45112609863281}"
00-00-16.216,neutral,"{'angry': 0.14084218442440033, 'disgust': 6.025680510113318e-10, 'fear': 0.016957132145762444, 'happy': 0.10882419347763062, 'sad': 11.282246589660645, 'surprise': 5.986497342291841e-08, 'neutral': 88.45112609863281}"
00-00-16.416,neutral,"{'angry': 12.401494026184082, 'disgust': 1.534962939331308e-05, 'fear': 0.19420312345027924, 'happy': 0.13206592202186584, 'sad': 27.398040771484375, 'surprise': 5.999135282763746e-06, 'neutral': 59.87417221069336}"
00-00-16.616,neutral,"{'angry': 12.401494026184082, 'disgust': 1.534962939331308e-05, 'fear': 0.19420312345027924, 'happy': 0.13206592202186584, 'sad': 27.398040771484375, 'surprise': 5.999135282763746e-06, 'neutral': 59.87417221069336}"
00-00-16.817,neutral,"{'angry': 0.1754489690065384, 'disgust': 7.22427103028167e-06, 'fear': 0.15585581958293915, 'happy': 0.0019093616865575314, 'sad': 7.2391133308410645, 'surprise': 5.58989950150135e-06, 'neutral': 92.42765808105469}"
00-00-17.017,neutral,"{'angry': 0.1754489690065384, 'disgust': 7.22427103028167e-06, 'fear': 0.15585581958293915, 'happy': 0.0019093616865575314, 'sad': 7.2391133308410645, 'surprise': 5.58989950150135e-06, 'neutral': 92.42765808105469}"
00-00-17.217,neutral,"{'angry': 0.29644858837127686, 'disgust': 0.0018571884138509631, 'fear': 1.1203547716140747, 'happy': 0.008106483146548271, 'sad': 13.573624610900879, 'surprise': 6.0499274695757776e-05, 'neutral': 84.99954986572266}"
00-00-17.417,neutral,"{'angry': 0.29644858837127686, 'disgust': 0.0018571884138509631, 'fear': 1.1203547716140747, 'happy': 0.008106483146548271, 'sad': 13.573624610900879, 'surprise': 6.0499274695757776e-05, 'neutral': 84.99954986572266}"
00-00-17.617,neutral,"{'angry': 0.02365587279200554, 'disgust': 4.8207122745225206e-05, 'fear': 0.4829889237880707, 'happy': 0.009462020359933376, 'sad': 0.06711123138666153, 'surprise': 0.0014659459702670574, 'neutral': 99.41527557373047}"
00-00-17.818,neutral,"{'angry': 0.02365587279200554, 'disgust': 4.8207122745225206e-05, 'fear': 0.4829889237880707, 'happy': 0.009462020359933376, 'sad': 0.06711123138666153, 'surprise': 0.0014659459702670574, 'neutral': 99.41527557373047}"
00-00-18.018,happy,"{'angry': 0.34804272651672363, 'disgust': 2.562040936027188e-05, 'fear': 16.46307945251465, 'happy': 65.10993957519531, 'sad': 8.756913185119629, 'surprise': 9.584782674210146e-06, 'neutral': 9.321990966796875}"
00-00-18.218,happy,"{'angry': 0.34804272651672363, 'disgust': 2.562040936027188e-05, 'fear': 16.46307945251465, 'happy': 65.10993957519531, 'sad': 8.756913185119629, 'surprise': 9.584782674210146e-06, 'neutral': 9.321990966796875}"
00-00-18.418,neutral,"{'angry': 9.699797630310059, 'disgust': 5.9622209391818615e-09, 'fear': 0.04067976027727127, 'happy': 8.101041203190107e-06, 'sad': 20.995342254638672, 'surprise': 1.3262001630209852e-07, 'neutral': 69.26417541503906}"
00-00-18.618,neutral,"{'angry': 9.699797630310059, 'disgust': 5.9622209391818615e-09, 'fear': 0.04067976027727127, 'happy': 8.101041203190107e-06, 'sad': 20.995342254638672, 'surprise': 1.3262001630209852e-07, 'neutral': 69.26417541503906}"
00-00-18.819,neutral,"{'angry': 2.0070419311523438, 'disgust': 1.8863506312527534e-09, 'fear': 0.001437557046301663, 'happy': 5.767293714598054e-06, 'sad': 0.741703987121582, 'surprise': 7.296799253708741e-07, 'neutral': 97.24981689453125}"
00-00-19.019,neutral,"{'angry': 2.0070419311523438, 'disgust': 1.8863506312527534e-09, 'fear': 0.001437557046301663, 'happy': 5.767293714598054e-06, 'sad': 0.741703987121582, 'surprise': 7.296799253708741e-07, 'neutral': 97.24981689453125}"
00-00-19.219,angry,"{'angry': 92.16053009033203, 'disgust': 2.187088483651678e-07, 'fear': 0.06605712324380875, 'happy': 3.8853261470794678, 'sad': 0.08571335673332214, 'surprise': 0.0008213440305553377, 'neutral': 3.8015506267547607}"
00-00-19.419,angry,"{'angry': 92.16053009033203, 'disgust': 2.187088483651678e-07, 'fear': 0.06605712324380875, 'happy': 3.8853261470794678, 'sad': 0.08571335673332214, 'surprise': 0.0008213440305553377, 'neutral': 3.8015506267547607}"
00-00-19.619,angry,"{'angry': 61.95045852661133, 'disgust': 0.08814765512943268, 'fear': 17.66382598876953, 'happy': 2.1976394653320312, 'sad': 13.319269180297852, 'surprise': 0.050398148596286774, 'neutral': 4.730264186859131}"
00-00-19.820,angry,"{'angry': 61.95045852661133, 'disgust': 0.08814765512943268, 'fear': 17.66382598876953, 'happy': 2.1976394653320312, 'sad': 13.319269180297852, 'surprise': 0.050398148596286774, 'neutral': 4.730264186859131}"
00-00-20.020,fear,"{'angry': 24.08568000793457, 'disgust': 0.0069109597243368626, 'fear': 72.42866516113281, 'happy': 0.8804216980934143, 'sad': 2.2478432655334473, 'surprise': 0.0025469260290265083, 'neutral': 0.34792789816856384}"
00-00-20.220,fear,"{'angry': 24.08568000793457, 'disgust': 0.0069109597243368626, 'fear': 72.42866516113281, 'happy': 0.8804216980934143, 'sad': 2.2478432655334473, 'surprise': 0.0025469260290265083, 'neutral': 0.34792789816856384}"
00-00-20.420,fear,"{'angry': 7.911263942718506, 'disgust': 0.00023397691256832331, 'fear': 91.15238189697266, 'happy': 0.16488060355186462, 'sad': 0.22692173719406128, 'surprise': 0.011978576891124249, 'neutral': 0.5323424339294434}"
00-00-20.620,fear,"{'angry': 7.911263942718506, 'disgust': 0.00023397691256832331, 'fear': 91.15238189697266, 'happy': 0.16488060355186462, 'sad': 0.22692173719406128, 'surprise': 0.011978576891124249, 'neutral': 0.5323424339294434}"
00-00-20.820,neutral,"{'angry': 0.0015900845173746347, 'disgust': 9.357178660379661e-13, 'fear': 0.007230944000184536, 'happy': 0.0013104696990922093, 'sad': 0.012117236852645874, 'surprise': 1.5715869494670187e-06, 'neutral': 99.97775268554688}"
00-00-21.021,neutral,"{'angry': 0.0015900845173746347, 'disgust': 9.357178660379661e-13, 'fear': 0.007230944000184536, 'happy': 0.0013104696990922093, 'sad': 0.012117236852645874, 'surprise': 1.5715869494670187e-06, 'neutral': 99.97775268554688}"
00-00-21.221,neutral,"{'angry': 0.3558100759983063, 'disgust': 2.217401373627581e-08, 'fear': 0.022039087489247322, 'happy': 0.2520727515220642, 'sad': 0.1541331559419632, 'surprise': 1.5225950846797787e-05, 'neutral': 99.2159194946289}"
00-00-21.421,neutral,"{'angry': 0.3558100759983063, 'disgust': 2.217401373627581e-08, 'fear': 0.022039087489247322, 'happy': 0.2520727515220642, 'sad': 0.1541331559419632, 'surprise': 1.5225950846797787e-05, 'neutral': 99.2159194946289}"
00-00-21.621,neutral,"{'angry': 0.4754062592983246, 'disgust': 3.967518225067579e-08, 'fear': 0.002058204961940646, 'happy': 5.602327823638916, 'sad': 0.04709532484412193, 'surprise': 1.7832069261203287e-06, 'neutral': 93.87311553955078}"
00-00-21.821,neutral,"{'angry': 0.4754062592983246, 'disgust': 3.967518225067579e-08, 'fear': 0.002058204961940646, 'happy': 5.602327823638916, 'sad': 0.04709532484412193, 'surprise': 1.7832069261203287e-06, 'neutral': 93.87311553955078}"
00-00-22.022,neutral,"{'angry': 0.6342229843139648, 'disgust': 2.330804090888705e-05, 'fear': 0.018656138330698013, 'happy': 1.1879684925079346, 'sad': 0.39213281869888306, 'surprise': 1.785212407412473e-05, 'neutral': 97.76697540283203}"
00-00-22.222,neutral,"{'angry': 0.6342229843139648, 'disgust': 2.330804090888705e-05, 'fear': 0.018656138330698013, 'happy': 1.1879684925079346, 'sad': 0.39213281869888306, 'surprise': 1.785212407412473e-05, 'neutral': 97.76697540283203}"
00-00-22.422,happy,"{'angry': 0.05754983052611351, 'disgust': 1.3375197838172426e-08, 'fear': 3.478356347841327e-06, 'happy': 99.83125305175781, 'sad': 0.0005447652074508369, 'surprise': 1.1905148085133987e-06, 'neutral': 0.11065106093883514}"
00-00-22.622,happy,"{'angry': 0.05754983052611351, 'disgust': 1.3375197838172426e-08, 'fear': 3.478356347841327e-06, 'happy': 99.83125305175781, 'sad': 0.0005447652074508369, 'surprise': 1.1905148085133987e-06, 'neutral': 0.11065106093883514}"
00-00-22.822,happy,"{'angry': 0.0018929749494418502, 'disgust': 4.968134237337551e-10, 'fear': 2.424267186995621e-08, 'happy': 99.96930694580078, 'sad': 0.00014252527034841478, 'surprise': 9.87204806790487e-09, 'neutral': 0.02866317145526409}"
00-00-23.023,happy,"{'angry': 0.0018929749494418502, 'disgust': 4.968134237337551e-10, 'fear': 2.424267186995621e-08, 'happy': 99.96930694580078, 'sad': 0.00014252527034841478, 'surprise': 9.87204806790487e-09, 'neutral': 0.02866317145526409}"
00-00-23.223,happy,"{'angry': 0.0012666824040934443, 'disgust': 1.8367765641791323e-10, 'fear': 4.662092933926942e-09, 'happy': 99.99382019042969, 'sad': 9.398737165611237e-05, 'surprise': 2.9843936211193522e-09, 'neutral': 0.004805714823305607}"
00-00-23.423,happy,"{'angry': 0.0012666824040934443, 'disgust': 1.8367765641791323e-10, 'fear': 4.662092933926942e-09, 'happy': 99.99382019042969, 'sad': 9.398737165611237e-05, 'surprise': 2.9843936211193522e-09, 'neutral': 0.004805714823305607}"
00-00-23.623,happy,"{'angry': 0.00013265636516734958, 'disgust': 3.239489622733349e-12, 'fear': 1.7177235328569296e-11, 'happy': 99.99811553955078, 'sad': 9.99744952423498e-06, 'surprise': 2.0011903592576097e-11, 'neutral': 0.0017387740081176162}"
00-00-23.823,happy,"{'angry': 0.00013265636516734958, 'disgust': 3.239489622733349e-12, 'fear': 1.7177235328569296e-11, 'happy': 99.99811553955078, 'sad': 9.99744952423498e-06, 'surprise': 2.0011903592576097e-11, 'neutral': 0.0017387740081176162}"
00-00-24.024,happy,"{'angry': 0.0012165853986516595, 'disgust': 2.869253434512406e-16, 'fear': 2.8154183382866904e-05, 'happy': 93.42874145507812, 'sad': 0.0025656954385340214, 'surprise': 4.0579674731588966e-08, 'neutral': 6.567453861236572}"
00-00-24.224,happy,"{'angry': 0.0012165853986516595, 'disgust': 2.869253434512406e-16, 'fear': 2.8154183382866904e-05, 'happy': 93.42874145507812, 'sad': 0.0025656954385340214, 'surprise': 4.0579674731588966e-08, 'neutral': 6.567453861236572}"
00-00-24.424,happy,"{'angry': 0.0013891540002077818, 'disgust': 1.2426472291566078e-16, 'fear': 2.4496102923876606e-05, 'happy': 90.06120300292969, 'sad': 0.00035941292298957705, 'surprise': 3.1919537377689267e-06, 'neutral': 9.937020301818848}"
00-00-24.624,happy,"{'angry': 0.0013891540002077818, 'disgust': 1.2426472291566078e-16, 'fear': 2.4496102923876606e-05, 'happy': 90.06120300292969, 'sad': 0.00035941292298957705, 'surprise': 3.1919537377689267e-06, 'neutral': 9.937020301818848}"
00-00-24.824,happy,"{'angry': 0.000103936210507527, 'disgust': 1.2464886876850396e-14, 'fear': 0.00036579271545633674, 'happy': 98.86681365966797, 'sad': 0.004305352456867695, 'surprise': 1.0955173820548225e-05, 'neutral': 1.1284029483795166}"
